Name,Total_Time,Artist,Album,Genre,Genre_2,Genre_3,Location
Edge of Night,03:56.746,Dark Fortress,Eidolon,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Fortress/Eidolon/06 Edge of Night.m4a
Einherjer,05:47,Menhir,Thuringia,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Menhir/Thuringia/05 Einherjer.m4a
Ekot Av Skogens Sеng,04:28.373,Yggdrasil,Vedergällning,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Yggdrasil/Vedergällning/04 Ekot Av Skogens Sеng.m4a
Eksyneet,03:08.800,Ajattara,Äpäre,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ajattara/Äpäre/05 Eksyneet.m4a
Elevation,04:10.946,Blut Aus Nord,Memoria Vetusta II: Dialogue with the Stars,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Blut Aus Nord/Memoria Vetusta II_ Dialogue with the Stars/09 Elevation.m4a
Elfstone,10:51.226,Summoning,Dol Guldur,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Dol Guldur/03 Elfstone.m4a
Eliytres,03:46.253,Finntroll,Nattfödd,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Finntroll/Nattfödd/02 Eliytres.m4a
Emissaries and the Mysterium Magnum,07:20.080,Melechesh,Emissaries,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Melechesh/Emissaries/10 Emissaries and the Mysterium Magnum.m4a
Empty,04:16.133,Emperor,Prometheus - The Discipline of Fire & Demise,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emperor/Prometheus - The Discipline of Fire & Demise/03 Empty.m4a
En Ås I Dype Skogen,05:03.266,Darkthrone,Transilvanian Hunger,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Transilvanian Hunger/08 En Ås I Dype Skogen.m4a
En mäktig här,04:18.893,Finntroll,Ur jordens djup,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Finntroll/Ur Jordens Djup/07 En mäktig här.m4a
En ring til a herske,07:10.600,Burzum,Det som engang var,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Burzum/Det som engang var/03 En ring til a herske.m4a
En Verden Av Stein,04:00.372,Ragnarok,Arising Realm,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ragnarok/Arising Realm/04 En Verden Av Stein.m4a
En vind av sorg,06:21.760,Darkthrone,Panzerfaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Panzerfaust/01 En vind av sorg.m4a
Enemy I,05:16.533,Enslaved,Monumension,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Monumension/06 Enemy I.m4a
Enki Divine Nature Awoken,08:38.813,Melechesh,Enki,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Melechesh/Enki/05 Enki Divine Nature Awoken.m4a
Entombed by Winter,10:57.493,Forgotten Tomb,Songs to Leave,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forgotten Tomb/Songs to Leave/01 Entombed by Winter.m4a
Epiklesis I,01:41.880,Deathspell Omega,Paracletus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Paracletus/01 Epiklesis I.m4a
Epiklesis II,03:03.906,Deathspell Omega,Paracletus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Paracletus/06 Epiklesis II.m4a
Escape the Union,07:49.880,Keep of Kalessin,Kolossus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Keep of Kalessin/Kolossus/06 Escape the Union.m4a
Eternal Years On the Path to Cemetary Gates,03:30.733,Immortal,Pure Holocaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Pure Holocaust/06 Eternal Years On the Path to Cemetary Gates.m4a
Eternally Falling,05:42.840,Thantifaxath,Sacred White Noise,Black Metal,Ambient,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Thantifaxath/Sacred White Noise/04 Eternally Falling.m4a
Ethica Odini,07:58.893,Enslaved,Axioma Ethica Odini,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Axioma Ethica Odini/01 Ethica Odini.m4a
Exhausted Forms,03:29.293,Emptiness,Oblivion,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emptiness/Oblivion/09 Exhausted Forms.m4a
Exile's Journey,08:08.360,Fen,The Malediction Fields,Black Metal,Post-Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Fen/The Malediction Fields/01 Exile's Journey.m4a
F.O.A.D.,03:52.986,Darkthrone,F.O.A.D.,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/F.O.A.D_/05 F.O.A.D..m4a
Fallen From Firmament,12:33.546,Midnight Odyssey,Funerals From the Astral Sphere,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Funerals From the Astral Sphere/01 Fallen From Firmament.m4a
Famished for Breath,06:10.283,Deathspell Omega,The Synarchy of Molten Bones,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/The Synarchy of Molten Bones/02 Famished for Breath.m4a
Far Beyond the Quiet,07:13.760,I,Between Two Worlds,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/I/Between Two Worlds/07 Far Beyond the Quiet.m4a
Farewell,09:19.293,Summoning,Let Mortal Heroes Sing Your Fame,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Let Mortal Heroes Sing Your Fame/08 Farewell.m4a
Farmakologisen Kultin Puutarhassa,05:46.093,Oranssi Pazuzu,Farmakologinen,Black Metal,Psychedelic,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Oranssi Pazuzu/Farmakologinen/04 Farmakologisen Kultin Puutarhassa.m4a
Feathers of Eolh,08:06.173,Enslaved,E,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/E/05 Feathers of Eolh.m4a
Feeding Force,02:32.773,Emptiness,Oblivion,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emptiness/Oblivion/03 Feeding Force.m4a
Fenris,07:16.733,Enslaved,Frost,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Frost/03 Fenris.m4a
Fier patriote,03:09.106,Neige éternelle,Neige éternelle,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Neige éternelle/Neige éternelle/02 Fier patriote.m4a
First Prayer,05:43.986,Deathspell Omega,"Si Monvmentvm Reqvires, Circvmspice",Black Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Si Monvmentvm Reqvires, Circvmspice/01 First Prayer.m4a"
Fiskarens fiende,03:47.040,Finntroll,Nattfödd,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Finntroll/Nattfödd/03 Fiskarens fiende.m4a
"Fix, Hammer, Fix",02:56.786,Red Harvest,Cold Dark Matter,Black Metal,Industrial Metal,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Red Harvest/Cold Dark Matter/06 Fix, Hammer, Fix.m4a"
Flammifer,07:07.786,Summoning,Old Mornings Dawn,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Old Mornings Dawn/02 Flammifer.m4a
Flesh and Blood,07:54.960,Summoning,Nightshade Forests,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Nightshade Forests/03 Flesh and Blood.m4a
Follow the Dark Path,08:19.693,Deathspell Omega,Manifestations 2000-2001,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Manifestations 2000-2001/03 Follow the Dark Path.m4a
For Fire and Void Become One,07:26.693,Deathspell Omega,Manifestations 2000-2001,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Manifestations 2000-2001/02 For Fire and Void Become One.m4a
For the World I Am Blinded,04:37.661,Ragnarok,Arising Realm,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ragnarok/Arising Realm/11 For the World I Am Blinded.m4a
Forbannet vaere jorden jeg går på,05:51.506,Kvist,For Kunsten Maa Vi Evig Vike,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kvist/For Kunsten Maa Vi Evig Vike/02 Forbannet vaere jorden jeg går på.m4a
Forebyggende krig,03:41.186,Darkthrone,The Cult Is Alive,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/The Cult Is Alive/10 Forebyggende krig.m4a
Forever Cold,05:55.186,Deathspell Omega,Manifestations 2002,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Manifestations 2002/05 Forever Cold.m4a
Forgotten,04:11.720,Emptiness,Oblivion,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emptiness/Oblivion/05 Forgotten.m4a
Forgotten Tomb MMIII,05:49.626,Forgotten Tomb,Love's Burial Ground,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forgotten Tomb/Love's Burial Ground/08 Forgotten Tomb MMIII.m4a
Forhekset,04:31.826,Satyricon,Nemesis Divina,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Satyricon/Nemesis Divina/02 Forhekset.m4a
Forlorn Sea,04:54.773,Klabautamann,Der Ort,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Klabautamann/Der Ort/02 Forlorn Sea.m4a
Forsaken,11:14.800,Enslaved,RIITIIR,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/RIITIIR/08 Forsaken.m4a
Fountain of a Thousand Plagues,03:28.426,Horned Almighty,Necro Spirituals,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Horned Almighty/Necro Spirituals/02 Fountain of a Thousand Plagues.m4a
Fragments and Pieces,06:58.160,Mörk Gryning,Pieces of Primal Expressionism,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mörk Gryning/Pieces of Primal Expressionism/07 Fragments and Pieces.m4a
From a Celestial Throne,09:27.920,Midnight Odyssey,Funerals From the Astral Sphere,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Funerals From the Astral Sphere/12 From a Celestial Throne.m4a
From Firmament to Forest,09:19.373,Midnight Odyssey,Firmament,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Firmament/08 From Firmament to Forest.m4a
From Forest to Firmament,09:31.253,Midnight Odyssey,Firmament,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Firmament/01 From Forest to Firmament.m4a
From the Pulpits of Abomination,06:40.826,Watain,Casus Luciferi,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Watain/Casus Luciferi/07 From the Pulpits of Abomination.m4a
Frostdemonstorm,02:53.906,Immortal,Blizzard Beasts,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Blizzard Beasts/09 Frostdemonstorm.m4a
Frozen By Icewinds,04:40.066,Immortal,Pure Holocaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Pure Holocaust/04 Frozen By Icewinds.m4a
Frozen Lunar Autumn,06:36.333,ThirdMoon,Grotesque Autumnal Weepings,Black Metal,Melodic Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/ThirdMoon/Grotesque Autumnal Weepings/06 Frozen Lunar Autumn.m4a
Fucked Up and Ready to Die,03:43.586,Darkthrone,Hate Them,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Hate Them/03 Fucked Up and Ready to Die.m4a
Fucking Your Ghost In Chains of Ice,05:40.571,Leviathan,The Tenth Sub Level of Suicide,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Leviathan/The Tenth Sub Level of Suicide/02 Fucking Your Ghost In Chains of Ice.m4a
Funerals From the Astral Sphere,06:20.173,Midnight Odyssey,Funerals From the Astral Sphere,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Midnight Odyssey/Funerals From the Astral Sphere/16 Funerals From the Astral Sphere.m4a
Furfur,04:08.080,Necrophobic,Womb of Lilithu,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Necrophobic/Womb of Lilithu/04 Furfur.m4a
Gałąź i sznur,07:23.431,Hellveto,Od Południa Na Północ,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Hellveto/Od Południa Na Północ/07 Gałąź i sznur.m4a
Gasping In Darkness,05:59.786,Thantifaxath,Sacred White Noise,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Thantifaxath/Sacred White Noise/03 Gasping In Darkness.m4a
Gather for Attack On the Pearly Gates,04:53,Darkthrone,Total Death,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Total Death/03 Gather for Attack On the Pearly Gates.m4a
Geležinis Vilkas,04:47.186,Obtest,Gyvybės Medis,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Obtest/Gyvybės Medis/07 Geležinis Vilkas.m4a
Genesis of Apocryphal Desires,03:09.666,Varathron,Black Arts Lead to Everlasting Sins,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Compilations/Black Arts Lead to Everlasting Sins/11 Genesis of Apocryphal Desires.m4a
"Genies, Sorcerers and Mesopotamian Nights",06:34.013,Melechesh,Djinn,Black Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Melechesh/Djinn/02 Genies, Sorcerers and Mesopotamian Nights.m4a"
Ghosts,06:18.573,I Shalt Become,Poison,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/I Shalt Become/Poison/05 Ghosts.m4a
Giants,06:37.320,Enslaved,Axioma Ethica Odini,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Axioma Ethica Odini/06 Giants.m4a
Gloria - Diabolus Absconditus,06:25.106,Deathspell Omega,Manifestations 2002,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Manifestations 2002/02 Gloria - Diabolus Absconditus.m4a
Goat War,52.760,Impaled Nazarene,Latex Cult,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Impaled Nazarene/Latex Cult/08 Goat War.m4a
God Is Wasted,04:17.260,Ragnarok,Arising Realm,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ragnarok/Arising Realm/02 God Is Wasted.m4a
Graven Tåkeheimens Saler,04:59.493,Darkthrone,Transilvanian Hunger,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Transilvanian Hunger/05 Graven Tåkeheimens Saler.m4a
Graveyard Slut,04:03.626,Darkthrone,The Cult Is Alive,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/The Cult Is Alive/04 Graveyard Slut.m4a
Grey,05:05.640,Emperor,Prometheus - The Discipline of Fire & Demise,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emperor/Prometheus - The Discipline of Fire & Demise/07 Grey.m4a
Grim and Frostbitten Kingdoms,02:47.466,Immortal,Battles In the North,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Immortal/Battles In The North/02 Grim and Frostbitten Kingdoms.m4a
Grip of Frost,05:54.333,Forgotten Woods,As the Wolves Gather,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Forgotten Woods/As the Wolves Gather/05 Grip of Frost.m4a
Grizzly Trade,04:16.880,Darkthrone,Dark Thrones and Black Flags,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Dark Thrones and Black Flags/06 Grizzly Trade.m4a
Grotesque Autumnal Weepings,02:25.893,ThirdMoon,Grotesque Autumnal Weepings,Black Metal,Melodic Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/ThirdMoon/Grotesque Autumnal Weepings/01 Grotesque Autumnal Weepings.m4a
Grottans barn,04:36.466,Finntroll,Nattfödd,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Finntroll/Nattfödd/09 Grottans barn.m4a
Ground,06:37.880,Enslaved,Vertebrae,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Vertebrae/03 Ground.m4a
Guilty to Exist,02:34.960,Emptiness,Oblivion,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emptiness/Oblivion/08 Guilty to Exist.m4a
Gylfaginning,05:31.706,Enslaved,Frost,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Frost/07 Gylfaginning.m4a
Gyroscope,02:57.680,Melechesh,Emissaries,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Melechesh/Emissaries/05 Gyroscope.m4a
Gyvybės Medis,05:42.533,Obtest,Gyvybės Medis,Black Metal,Heavy Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Obtest/Gyvybės Medis/04 Gyvybės Medis.m4a
Habbanan Beneath the Stars,07:13.600,Summoning,Nightshade Forests,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/Nightshade Forests/04 Habbanan Beneath the Stars.m4a
Hanging Out In Haiger,03:22.546,Darkthrone,Dark Thrones and Black Flags,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Dark Thrones and Black Flags/07 Hanging Out In Haiger.m4a
Hans siste vinter,04:50.240,Darkthrone,Panzerfaust,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Panzerfaust/04 Hans siste vinter.m4a
Harlow's Vertical Chamber Apparatus,04:36,I Shalt Become,Poison,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/I Shalt Become/Poison/03 Harlow's Vertical Chamber Apparatus.m4a
Hate Is the Law,03:21.800,Darkthrone,Sardonic Wrath,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Sardonic Wrath/08 Hate Is the Law.m4a
Have You Beheld the Fevers?,02:57.120,Deathspell Omega,Paracletus,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Paracletus/08 Have You Beheld the Fevers_.m4a
Havenless,05:35.389,Enslaved,Below the Lights,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/Below the Lights/05 Havenless.m4a
Havuluu,09:51.106,Oranssi Pazuzu,Värähtelijä,Black Metal,Psychedelic,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Oranssi Pazuzu/Värähtelijä/06 Havuluu.m4a
He Who Sought the Fire,05:28.813,Emperor,Prometheus - The Discipline of Fire & Demise,Black Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Emperor/Prometheus - The Discipline of Fire & Demise/08 He Who Sought the Fire.m4a
He Whom Shadows Move Towards,06:38.091,Leviathan,The Tenth Sub Level of Suicide,Black Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Leviathan/The Tenth Sub Level of Suicide/06 He Whom Shadows Move Towards.m4a
Heimvegen,05:37.920,Enslaved,The Sleeping Gods,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/The Sleeping Gods/01 Heimvegen.m4a
Her Ghost In the Fog,06:24.813,Cradle of Filth,Midian,Black Metal,Gothic Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Cradle Of Filth/Midian/08 Her Ghost In the Fog.m4a
Herbsthauch,04:53.586,Klabautamann,Merkur,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Klabautamann/Merkur/04 Herbsthauch.m4a
Herumor,07:08.813,Summoning,With Doom We Come,Black Metal,Martial Industrial,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Summoning/With Doom We Come/04 Herumor.m4a
Hétoïmasia,07:08.693,Deathspell Omega,"Si Monvmentvm Reqvires, Circvmspice",Black Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathspell Omega/Si Monvmentvm Reqvires, Circvmspice/06 Hétoïmasia.m4a"
Hiindsiight,09:32.853,Enslaved,E,Black Metal,Progressive Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Enslaved/E/06 Hiindsiight.m4a
Hiking Metal Punks,03:21.933,Darkthrone,Dark Thrones and Black Flags,Black Metal,Punk Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Darkthrone/Dark Thrones and Black Flags/03 Hiking Metal Punks.m4a
